customerID,Churn,tenure,MonthlyCharges,TotalCharges,log_TotalCharges,gender_Male,StreamingTV_Yes,no_IS,OnlineBackup_Yes,TechSupport_Yes,StreamingMovies_Yes,DeviceProtection_Yes,SeniorCitizen_1,InternetService_DSL,InternetService_Fiber_optic,PhoneService_Yes,MultipleLines_Yes,Contract_Month_to_month,Contract_One_year,Contract_Two_year,Partner_Yes,OnlineSecurity_Yes,Dependents_Yes,PaymentMethod_Bank_transfer_(automatic),PaymentMethod_Credit_card_(automatic),PaymentMethod_Electronic_check,PaymentMethod_Mailed_check,PaperlessBilling_Yes,y
6701-YVNQG,No,72,88.7,6301.7,3.7994577242194807,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0
9306-CPCBC,Yes,3,74.25,210.3,2.322839272686321,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1
4304-XUMGI,No,50,75.15,3822.45,3.5823418132822344,1,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0
9504-YAZWB,No,53,20.25,1048.45,3.0205477240318173,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
8819-ZBYNA,No,58,109.1,6393.65,3.8057488585185513,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0
6174-NRBTZ,No,46,30.75,1489.3,3.172982189505869,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
9481-IEBZY,No,72,112.9,8061.5,3.9064158583202704,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0
1833-VGRUM,Yes,1,74.2,74.2,1.8704039052790271,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1
6137-NICCO,No,6,94.05,518.75,2.714958109720149,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,1,0
9065-ZCPQX,No,72,78.85,5763.15,3.760659923298953,1,0,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0
6402-EJMWF,No,4,55.3,238.5,2.3774883833761327,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0
3620-EHIMZ,No,52,19.35,1031.7,3.013553430541676,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0
6870-ECSHE,No,2,20.45,34.8,1.541579243946581,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
8747-UDCOI,No,65,19.35,1319.95,3.1205574803457217,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
8374-XGEJJ,Yes,43,101.0,4388.4,3.642306206385669,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,1
2656-TABEH,Yes,4,100.2,420.2,2.623456048069934,1,1,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,1
6946-LMSQS,Yes,25,89.05,2177.45,3.3379481912464484,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0,1,1
4626-OZDTJ,No,51,78.65,3950.85,3.596690541347121,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0
9169-BSVIN,No,12,74.75,827.05,2.9175317659826447,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
2325-ZUSFD,Yes,57,70.1,3913.3,3.5925431429046117,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1
8194-PEEBY,No,24,19.9,533.5,2.727134423760489,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0
6872-HXFNF,No,64,58.35,3756.45,3.574777612563874,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0
3932-CMDTD,Yes,4,105.65,443.9,2.6472851450253665,0,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1
7714-YXSMB,No,26,100.5,2599.95,3.414964996073551,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0
8387-UGUSU,No,15,20.05,284.3,2.4537768596904423,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0
1080-BWSYE,No,64,25.65,1740.8,3.2407488780180858,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0
4039-HEUNW,Yes,36,96.5,3436.1,3.536065794512006,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,1
1194-HVAIF,No,27,95.0,2462.55,3.391385057242195,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0
0812-WUPTB,Yes,1,70.85,70.85,1.8503398545834793,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1
3594-UVONA,Yes,35,85.95,3110.1,3.4927743532551276,0,1,0,0,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1
0004-TLHLJ,Yes,4,73.9,280.85,2.4484744282121613,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1
1767-TGTKO,No,8,45.45,411.75,2.614633607841792,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
8439-LTUGF,No,10,20.0,198.6,2.2979792441593623,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
8805-JNRAZ,No,2,49.2,103.7,2.015778756389041,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
5089-IFSDP,Yes,58,109.45,6144.55,3.788490082556404,0,1,0,1,0,1,1,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1
6418-HNFED,No,51,83.25,4089.45,3.611664902621795,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0
0206-OYVOC,No,46,19.25,864.2,2.9366142619752114,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0
7291-CDTMJ,No,1,19.65,19.65,1.2933625547114456,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
7128-GGCNO,No,46,72.8,3249.4,3.5118031761341557,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
0237-YFUTL,No,50,109.65,5405.8,3.732859973937044,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0
7691-KGKGP,No,53,65.0,3363.8,3.5268301662345265,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0
6710-HSJRD,No,61,114.1,7132.15,3.853220468475168,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0
3675-EQOZA,No,5,20.65,93.55,1.9710437918360286,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
0840-DCNZE,No,47,86.95,4138.9,3.6168849335346485,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
1732-FEKLD,No,54,94.75,5121.75,3.709418376110105,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0
9862-KJTYK,No,19,25.35,566.1,2.752893154884594,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
0479-HMSWA,No,26,105.45,2715.3,3.433817819614313,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0
5854-KSRBJ,No,70,25.4,1782.05,3.250919885121429,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0
0365-BZUWY,No,17,102.55,1742.5,3.241172786770047,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0
4817-VYYWS,Yes,30,100.2,2983.8,3.4747697096158685,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1
5701-SVCWR,No,1,24.0,24.0,1.380211241711606,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0
3129-AAQOU,No,19,25.6,485.9,2.686546899063006,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0
4922-CVPDX,No,26,73.5,1905.7,3.280054533973247,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0
1396-QWFBJ,Yes,21,74.05,1565.7,3.194708551575123,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,1
1357-BIJKI,No,50,98.25,4858.7,3.686520084416616,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0
1099-BTKWT,No,68,54.4,3723.65,3.570968853240531,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0
5299-SJCZT,Yes,3,101.55,298.35,2.4747260421801167,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1
2018-PZKMU,No,9,103.1,970.45,2.986973164367881,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0
7340-KEFQE,No,51,34.2,1782.0,3.250907699700856,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
4570-QHXHL,No,9,43.75,405.7,2.6082050077043264,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
2403-BCASL,Yes,41,111.95,4534.9,3.656567714785966,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,1,1
7392-YYPYJ,No,22,100.65,2415.95,3.3830879419735993,1,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0
2898-LSJGD,Yes,21,55.95,1157.05,3.0633521266742263,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1
2223-GDSHL,No,71,116.05,8297.5,3.9189472610806417,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0
7359-PTSXY,Yes,1,45.75,45.75,1.660391098402467,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
9470-RTWDV,No,26,82.0,2083.1,3.3187101189183412,1,1,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0
2176-OSJUV,No,71,65.15,4681.75,3.670408219159991,1,0,0,1,1,0,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0
9348-YVOMK,No,4,44.8,176.2,2.246005904076029,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
8104-OSKWT,No,12,79.8,1001.2,3.0005208409361854,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0
4521-YEEHE,No,18,88.85,1594.75,3.2026926108224982,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0
4090-KPJIP,No,3,74.95,212.4,2.3271545124094315,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0
3786-WOVKF,No,72,106.85,7677.4,3.885214168360821,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0
4503-BDXBD,Yes,11,74.95,815.5,2.9114239653762946,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1
6086-ESGRL,Yes,1,80.15,80.15,1.9039035266901636,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1
2592-HODOV,No,13,19.3,259.65,2.414388326931075,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
3886-CERTZ,Yes,72,109.25,8109.8,3.909010143980896,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,1
7995-ZHHNZ,No,42,56.1,2386.85,3.3778251269165938,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0
3824-RHKVR,No,17,19.7,340.35,2.5319257549406173,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
5816-SCGFC,No,7,51.3,419.35,2.622576647353478,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0
5989-AXPUC,No,68,118.6,7990.05,3.902549497043172,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0
4979-HPRFL,No,56,24.15,1402.25,3.1468254486815543,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0
8590-OHDIW,No,38,20.3,749.35,2.874684711644714,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0
8015-IHCGW,No,72,115.5,8425.15,3.9255776417205124,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0
2332-TODQS,No,48,25.05,1171.5,3.0687422929329817,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0
9278-VZKCD,No,52,109.1,5647.95,3.7518908433517835,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
8008-OTEZX,No,35,19.65,708.8,2.8505237088789945,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0
2773-OVBPK,No,67,111.3,7567.2,3.8789352124595107,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0
5999-LCXAO,No,1,29.9,29.9,1.4756711883244296,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
5206-XZZQI,No,53,80.6,4348.1,3.638299523672946,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0
4803-LBYPN,No,34,20.8,635.9,2.8033888249836134,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0
5759-RCVCB,Yes,3,35.2,108.95,2.0372272345822746,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
6372-RFVNS,Yes,1,78.8,78.8,1.8965262174895554,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1
2139-FQHLM,No,19,89.95,1682.4,3.2259292596782645,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
8261-GWDBQ,No,60,116.05,6925.9,3.8404762166731996,0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0
1093-YSWCA,No,11,19.55,223.15,2.3485968911765482,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
8938-UMKPI,Yes,47,106.4,5127.95,3.7099437819495367,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1
0991-BRRFB,Yes,18,49.4,874.8,2.9419087743655994,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1
3882-IYOIJ,No,60,115.25,6758.45,3.8298471051675604,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0
8749-TZYEC,No,72,24.8,1874.3,3.2728391051841257,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0
1755-FZQEC,No,39,19.9,791.15,2.8982588324184246,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
3115-JPJDD,No,59,81.25,4639.45,3.6664664986318516,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0
5600-KTXFM,No,2,69.95,143.9,2.158060793936605,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0
3871-IKPYH,Yes,1,69.1,69.1,1.8394780473741983,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1
6319-IEJWJ,Yes,20,90.2,1776.55,3.2495774349711493,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1
9025-AOMKI,Yes,6,93.55,536.4,2.7294887691795613,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1
6339-TBELP,No,71,86.4,6172.0,3.7904259173911106,1,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0
7964-YESJC,No,24,66.3,1559.45,3.1929714547121386,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0
6173-GOLSU,No,67,94.65,6079.0,3.783832143384441,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0
5275-SQEIZ,Yes,1,80.85,80.85,1.90768002424242,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1
7716-YTYHG,Yes,48,82.05,4029.95,3.605299657838677,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,1,1,1
9938-ZREHM,No,37,72.1,2658.4,3.4246203282706547,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0
7950-XWOVN,No,11,34.7,383.55,2.5838219870820165,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4390-KYULV,Yes,3,20.55,51.15,1.708845638048179,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1
4647-MUZON,No,18,95.95,1745.5,3.241919853150198,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0
9702-AIUJO,No,50,44.8,2230.85,3.3484703697628384,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0
8849-PRIQJ,No,67,109.4,7281.6,3.8622268181623176,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0
8851-RAGOV,No,25,71.05,1837.7,3.2642746153315843,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0
1304-NECVQ,Yes,2,78.55,149.55,2.174786417367337,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1
5396-IZEPB,No,9,19.7,180.7,2.256958152560932,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1729-VLAZJ,No,10,40.25,411.45,2.6143170666602105,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
8285-ABVLB,No,70,19.85,1328.35,3.1233125200934895,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
0701-TJSEF,No,9,68.25,576.95,2.7611381776878017,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
5712-VBOXD,No,4,20.15,68.45,1.8353734524700087,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
6629-LADHQ,No,2,50.95,123.05,2.0900816180388215,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
8945-GRKHX,Yes,1,78.65,78.65,1.8956987269593057,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1
1559-DTODC,No,19,25.15,468.35,2.670570524566078,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
4797-MIWUM,No,7,20.25,174.7,2.2422929049829308,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0
6959-UWKHF,Yes,1,42.9,42.9,1.6324572921847242,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1
8720-RQSBJ,No,1,44.0,44.0,1.6434526764861874,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
4537-CIBHB,No,9,20.25,172.35,2.2364112877439664,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0
3815-SLMEF,Yes,3,34.25,139.35,2.144106973049323,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
5154-VEKBL,Yes,9,58.5,539.85,2.7322731057085923,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
4324-AHJKS,No,5,55.8,300.4,2.4776999283321306,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
4355-CVPVS,No,56,88.9,4968.0,3.6961815871685237,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0
4495-LHSSK,No,18,57.65,992.7,2.9968180218795153,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0
5655-JSMZM,Yes,49,96.2,4718.25,3.6737809485767063,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1
5915-ANOEI,No,70,79.15,5536.5,3.743235304251338,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0
9861-PDSZP,No,72,108.05,7806.6,3.892461927252068,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0
4505-EXZHB,Yes,6,74.4,434.1,2.6375897858387,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1
7225-CBZPL,No,17,94.8,1563.9,3.1942089796466817,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0
6704-UTUKK,No,29,45.9,1332.4,3.1246346240191394,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
4587-VVTOX,Yes,6,105.3,545.2,2.736555847162636,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,1
2019-HDCZY,No,63,102.6,6296.75,3.7991164508412405,1,1,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0
4652-NNHNY,Yes,16,73.85,1284.2,3.1086326655804757,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,1
8788-DOXSU,No,59,61.35,3645.5,3.561757102571363,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
7404-JLKQG,No,3,57.55,161.45,2.2080380493531804,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
7421-ZLUPA,No,8,29.25,226.95,2.355930187078868,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
8972-HJWNV,Yes,7,84.55,646.85,2.8108035824848656,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,1
3274-NSDWE,No,68,19.6,1441.65,3.1588598363066933,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
2632-IVXVF,No,68,111.75,7511.3,3.875715107971779,0,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0
3692-JHONH,No,52,106.5,5621.85,3.7498792537507257,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0
8915-NNTRC,No,72,107.7,7919.8,3.8987142144186473,1,1,0,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,1,0
5914-GXMDA,No,32,19.3,593.2,2.7732011423563443,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
7463-IFMQU,No,72,20.05,1423.65,3.1534032324526073,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
2920-RNCEZ,No,1,69.95,69.95,1.8447877188278465,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0
2541-YGPKE,No,42,63.7,2763.35,3.4414358952104194,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0
8515-OCTJS,Yes,25,24.75,692.1,2.8401688492407557,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1
5382-TEMLV,No,45,50.9,2298.55,3.361453955329276,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
3441-CGZJH,No,43,60.4,2640.55,3.4216943954634096,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0
9592-ERDKV,No,37,79.25,2911.8,3.464161541698929,1,1,0,0,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0
2860-RANUS,Yes,20,85.8,1727.5,3.237418056046236,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1
5261-QSHQM,Yes,4,24.45,86.6,1.9375178920173466,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
4778-IZARL,No,63,110.1,6705.7,3.826444120035397,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0
0432-CAJZV,No,3,90.7,237.65,2.3759378186307774,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
7008-LZVOZ,No,66,25.3,1672.35,3.2233271745153624,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0
8868-WOZGU,Yes,28,105.7,2979.5,3.4741433897608056,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1
1200-TUZHR,No,8,85.2,695.75,2.8424532150060804,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
9365-CSLBQ,No,71,24.35,1654.6,3.218693019991356,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0
1334-FJSVR,Yes,1,24.25,24.25,1.3847117429382825,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
5884-FBCTL,No,72,25.1,1857.85,3.2690106467932334,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0
7130-CTCUS,No,16,54.55,825.1,2.9165065871151556,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0
6242-FEGFD,No,66,96.6,6424.25,3.8078224331902812,1,0,0,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0
7625-XCQRH,Yes,11,76.5,837.95,2.923218105298612,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1
